2015-01-01,23
2015-01-02,25
2015-01-03,40
2015-01-04,30
2015-01-05,48
2015-01-06,33
2015-01-07,31
2015-01-08,36
2015-01-09,31
2015-01-10,27
2015-01-11,26
2015-01-12,41
2015-01-13,33
2015-01-14,28
2015-01-15,36
2015-01-16,27
2015-01-17,26
2015-01-18,23
2015-01-19,49
2015-01-20,42
2015-01-21,38
2015-01-22,38
2015-01-23,36
2015-01-24,20
2015-01-25,30
2015-01-26,44
2015-01-27,32
2015-01-28,34
2015-01-29,39
2015-01-30,30
2015-01-31,30
2015-02-01,39
2015-02-02,35
2015-02-03,44
2015-02-04,36
2015-02-05,37
2015-02-06,37
2015-02-07,25
2015-02-08,38
2015-02-09,56
2015-02-10,34
2015-02-11,44
2015-02-12,37
2015-02-13,34
2015-02-14,40
2015-02-15,29
2015-02-16,31
2015-02-17,34
2015-02-18,26
2015-02-19,52
2015-02-20,37
2015-02-21,37
2015-02-22,36
2015-02-23,41
2015-02-24,37
2015-02-25,42
2015-02-26,34
2015-02-27,35
2015-02-28,25
2015-03-01,37
2015-03-02,30
2015-03-03,38
2015-03-04,35
2015-03-05,43
2015-03-06,39
2015-03-07,26
2015-03-08,39
2015-03-09,37
2015-03-10,37
2015-03-11,39
2015-03-12,36
2015-03-13,41
2015-03-14,18
2015-03-15,46
2015-03-16,42
2015-03-17,45
2015-03-18,41
2015-03-19,51
2015-03-20,26
2015-03-21,30
2015-03-22,28
2015-03-23,51
2015-03-24,49
2015-03-25,52
2015-03-26,44
2015-03-27,34
2015-03-28,24
2015-03-29,36
2015-03-30,46
2015-03-31,48
2015-04-01,35
2015-04-02,42
2015-04-03,21
2015-04-04,27
2015-04-05,27
2015-04-06,47
2015-04-07,50
2015-04-08,41
2015-04-09,44
2015-04-10,48
2015-04-11,25
2015-04-12,44
2015-04-13,46
2015-04-14,53
2015-04-15,39
2015-04-16,55
2015-04-17,34
2015-04-18,44
2015-04-19,36
2015-04-20,45
2015-04-21,31
2015-04-22,41
2015-04-23,43
2015-04-24,38
2015-04-25,23
2015-04-26,37
2015-04-27,43
2015-04-28,46
2015-04-29,32
2015-04-30,34
2015-05-01,27
2015-05-02,22
2015-05-03,31
2015-05-04,46
2015-05-05,38
2015-05-06,39
2015-05-07,51
2015-05-08,38
2015-05-09,39
2015-05-10,40
2015-05-11,31
2015-05-12,33
2015-05-13,32
2015-05-14,33
2015-05-15,42
2015-05-16,24
2015-05-17,28
2015-05-18,42
2015-05-19,36
2015-05-20,47
2015-05-21,43
2015-05-22,63
2015-05-23,23
2015-05-24,37
2015-05-25,54
2015-05-26,42
2015-05-27,33
2015-05-28,43
2015-05-29,26
2015-05-30,27
2015-05-31,35
2015-06-01,43
2015-06-02,28
2015-06-03,37
2015-06-04,39
2015-06-05,45
2015-06-06,25
2015-06-07,34
2015-06-08,44
2015-06-09,46
2015-06-10,33
2015-06-11,45
2015-06-12,33
2015-06-13,32
2015-06-14,34
2015-06-15,37
2015-06-16,41
2015-06-17,40
2015-06-18,39
2015-06-19,45
2015-06-20,11
2015-06-21,32
2015-06-22,64
2015-06-23,44
2015-06-24,36
2015-06-25,50
2015-06-26,38
2015-06-27,21
2015-06-28,42
2015-06-29,42
2015-06-30,44
2015-07-01,31
2015-07-02,48
2015-07-03,37
2015-07-04,26
2015-07-05,32
2015-07-06,33
2015-07-07,44
2015-07-08,29
2015-07-09,22
2015-07-10,38
2015-07-11,27
2015-07-12,25
2015-07-13,51
2015-07-14,31
2015-07-15,48
2015-07-16,40
2015-07-17,46
2015-07-18,32
2015-07-19,19
2015-07-20,44
2015-07-21,45
2015-07-22,31
2015-07-23,28
2015-07-24,39
2015-07-25,27
2015-07-26,37
2015-07-27,47
2015-07-28,29
2015-07-29,40
2015-07-30,30
2015-07-31,61
2015-08-01,26
2015-08-02,28
2015-08-03,46
2015-08-04,48
2015-08-05,39
2015-08-06,51
2015-08-07,23
2015-08-08,36
2015-08-09,31
2015-08-10,47
2015-08-11,37
2015-08-12,34
2015-08-13,37
2015-08-14,43
2015-08-15,27
2015-08-16,32
2015-08-17,44
2015-08-18,38
2015-08-19,48
2015-08-20,39
2015-08-21,33
2015-08-22,36
2015-08-23,31
2015-08-24,48
2015-08-25,31
2015-08-26,39
2015-08-27,32
2015-08-28,36
2015-08-29,36
2015-08-30,41
2015-08-31,43
2015-09-01,51
2015-09-02,39
2015-09-03,30
2015-09-04,31
2015-09-05,38
2015-09-06,21
2015-09-07,42
2015-09-08,19
2015-09-09,34
2015-09-10,40
2015-09-11,38
2015-09-12,26
2015-09-13,21
2015-09-14,48
2015-09-15,41
2015-09-16,32
2015-09-17,38
2015-09-18,43
2015-09-19,29
2015-09-20,37
2015-09-21,53
2015-09-22,32
2015-09-23,28
2015-09-24,35
2015-09-25,39
2015-09-26,23
2015-09-27,33
2015-09-28,43
2015-09-29,32
2015-09-30,49
2015-10-01,35
2015-10-02,34
2015-10-03,26
2015-10-04,35
2015-10-05,40
2015-10-06,32
2015-10-07,32
2015-10-08,41
2015-10-09,42
2015-10-10,32
2015-10-11,29
2015-10-12,25
2015-10-13,44
2015-10-14,28
2015-10-15,44
2015-10-16,40
2015-10-17,27
2015-10-18,43
2015-10-19,34
2015-10-20,37
2015-10-21,43
2015-10-22,34
2015-10-23,31
2015-10-24,33
2015-10-25,41
2015-10-26,49
2015-10-27,38
2015-10-28,47
2015-10-29,36
2015-10-30,31
2015-10-31,31
2015-11-01,23
2015-11-02,23
2015-11-03,35
2015-11-04,30
2015-11-05,37
2015-11-06,45
2015-11-07,17
2015-11-08,30
2015-11-09,38
2015-11-10,35
2015-11-11,35
2015-11-12,46
2015-11-13,35
2015-11-14,21
2015-11-15,27
2015-11-16,56
2015-11-17,35
2015-11-18,45
2015-11-19,34
2015-11-20,27
2015-11-21,23
2015-11-22,25
2015-11-23,35
2015-11-24,31
2015-11-25,41
2015-11-26,33
2015-11-27,36
2015-11-28,22
2015-11-29,27
2015-11-30,47
2015-12-01,41
2015-12-02,38
2015-12-03,43
2015-12-04,27
2015-12-05,19
2015-12-06,32
2015-12-07,40
2015-12-08,52
2015-12-09,44
2015-12-10,45
2015-12-11,17
2015-12-12,27
2015-12-13,37
2015-12-14,45
2015-12-15,49
2015-12-16,46
2015-12-17,42
2015-12-18,28
2015-12-19,25
2015-12-20,25
2015-12-21,39
2015-12-22,28
2015-12-23,21
2015-12-24,17
2015-12-25,17
2015-12-26,20
2015-12-27,23
2015-12-28,42
2015-12-29,17
2015-12-30,19
2015-12-31,14
2016-01-01,28
2016-01-02,33
2016-01-03,35
2016-01-04,50
2016-01-05,44
2016-01-06,23
2016-01-07,39
2016-01-08,43
2016-01-09,19
2016-01-10,23
2016-01-11,46
2016-01-12,27
2016-01-13,38
2016-01-14,26
2016-01-15,32
2016-01-16,27
2016-01-17,44
2016-01-18,41
2016-01-19,32
2016-01-20,41
2016-01-21,38
2016-01-22,36
2016-01-23,21
2016-01-24,18
2016-01-25,29
2016-01-26,42
2016-01-27,44
2016-01-28,26
2016-01-29,40
2016-01-30,35
2016-01-31,40
2016-02-01,39
2016-02-02,31
2016-02-03,41
2016-02-04,37
2016-02-05,31
2016-02-06,24
2016-02-07,21
2016-02-08,18
2016-02-09,15
2016-02-10,34
2016-02-11,34
2016-02-12,45
2016-02-13,20
2016-02-14,24
2016-02-15,28
2016-02-16,38
2016-02-17,38
2016-02-18,39
2016-02-19,35
2016-02-20,33
2016-02-21,29
2016-02-22,56
2016-02-23,31
2016-02-24,42
2016-02-25,39
2016-02-26,46
2016-02-27,35
2016-02-28,26
2016-02-29,58
2016-03-01,38
2016-03-02,42
2016-03-03,43
2016-03-04,28
2016-03-05,18
2016-03-06,19
2016-03-07,59
2016-03-08,36
2016-03-09,44
2016-03-10,35
2016-03-11,26
2016-03-12,25
2016-03-13,35
2016-03-14,49
2016-03-15,53
2016-03-16,44
2016-03-17,53
2016-03-18,34
2016-03-19,29
2016-03-20,28
2016-03-21,60
2016-03-22,37
2016-03-23,43
2016-03-24,36
2016-03-25,42
2016-03-26,18
2016-03-27,40
2016-03-28,53
2016-03-29,48
2016-03-30,48
2016-03-31,37
2016-04-01,38
2016-04-02,38
2016-04-03,34
2016-04-04,51
2016-04-05,44
2016-04-06,44
2016-04-07,42
2016-04-08,51
2016-04-09,31
2016-04-10,30
2016-04-11,54
2016-04-12,49
2016-04-13,42
2016-04-14,41
2016-04-15,38
2016-04-16,30
2016-04-17,29
2016-04-18,70
2016-04-19,36
2016-04-20,39
2016-04-21,29
2016-04-22,37
2016-04-23,25
2016-04-24,22
2016-04-25,44
2016-04-26,35
2016-04-27,29
2016-04-28,49
2016-04-29,32
2016-04-30,28
2016-05-01,34
2016-05-02,28
2016-05-03,44
2016-05-04,36
2016-05-05,44
2016-05-06,33
2016-05-07,23
2016-05-08,28
2016-05-09,38
2016-05-10,55
2016-05-11,40
2016-05-12,63
2016-05-13,42
2016-05-14,35
2016-05-15,23
2016-05-16,47
2016-05-17,34
2016-05-18,32
2016-05-19,35
2016-05-20,45
2016-05-21,21
2016-05-22,31
2016-05-23,48
2016-05-24,36
2016-05-25,28
2016-05-26,22
2016-05-27,37
2016-05-28,36
2016-05-29,29
2016-05-30,55
2016-05-31,27
2016-06-01,38
2016-06-02,38
2016-06-03,45
2016-06-04,31
2016-06-05,39
2016-06-06,37
2016-06-07,45
2016-06-08,37
2016-06-09,47
2016-06-10,32
2016-06-11,21
2016-06-12,25
2016-06-13,49
2016-06-14,41
2016-06-15,48
2016-06-16,56
2016-06-17,35
2016-06-18,25
2016-06-19,44
2016-06-20,53
2016-06-21,54
2016-06-22,36
2016-06-23,49
2016-06-24,30
2016-06-25,42
2016-06-26,29
2016-06-27,53
2016-06-28,59
2016-06-29,34
2016-06-30,34
2016-07-01,41
2016-07-02,33
2016-07-03,40
2016-07-04,43
2016-07-05,41
2016-07-06,36
2016-07-07,41
2016-07-08,30
2016-07-09,24
2016-07-10,26
2016-07-11,56
2016-07-12,34
2016-07-13,52
2016-07-14,58
2016-07-15,29
2016-07-16,31
2016-07-17,28
2016-07-18,46
2016-07-19,44
2016-07-20,40
2016-07-21,33
2016-07-22,23
2016-07-23,29
2016-07-24,34
2016-07-25,39
2016-07-26,34
2016-07-27,40
2016-07-28,40
2016-07-29,35
2016-07-30,32
2016-07-31,27
2016-08-01,40
2016-08-02,48
2016-08-03,37
2016-08-04,57
2016-08-05,37
2016-08-06,34
2016-08-07,39
2016-08-08,41
2016-08-09,48
2016-08-10,46
2016-08-11,37
2016-08-12,32
2016-08-13,25
2016-08-14,27
2016-08-15,52
2016-08-16,39
2016-08-17,49
2016-08-18,46
2016-08-19,38
2016-08-20,28
2016-08-21,25
2016-08-22,58
2016-08-23,45
2016-08-24,37
2016-08-25,50
2016-08-26,50
2016-08-27,24
2016-08-28,29
2016-08-29,53
2016-08-30,47
2016-08-31,45
2016-09-01,46
2016-09-02,43
2016-09-03,30
2016-09-04,25
2016-09-05,43
2016-09-06,45
2016-09-07,28
2016-09-08,40
2016-09-09,44
2016-09-10,39
2016-09-11,23
2016-09-12,63
2016-09-13,48
2016-09-14,49
2016-09-15,42
2016-09-16,40
2016-09-17,35
2016-09-18,18
2016-09-19,52
2016-09-20,39
2016-09-21,41
2016-09-22,34
2016-09-23,34
2016-09-24,21
2016-09-25,25
2016-09-26,51
2016-09-27,35
2016-09-28,41
2016-09-29,39
2016-09-30,25
2016-10-01,22
2016-10-02,24
2016-10-03,52
2016-10-04,43
2016-10-05,38
2016-10-06,39
2016-10-07,36
2016-10-08,31
2016-10-09,29
